   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, bubble_cmp, bubble_swaps, bubble_time
 236,         13928,           13697,             20,      1884,         931,          9,      5508,        1701,         18,      27730,        13697,          71
 237,         14014,           13782,             20,      1740,         971,         10,      5511,        1707,         18,      27966,        13782,          73
 238,         14030,           13797,             19,      1951,        1121,         10,      5553,        1722,         20,      28203,        13797,          73
 239,         14197,           13963,             19,      2020,        1062,         10,      5589,        1731,         18,      28441,        13963,          72
 240,         14198,           13963,             19,      2259,        1302,         11,      5596,        1732,         19,      28680,        13963,          72
 241,         14363,           14127,             19,      2067,        1157,         10,      5619,        1742,         19,      28920,        14127,          76
 242,         14379,           14142,             19,      2063,        1313,         10,      5637,        1753,         21,      29161,        14142,          74
 243,         14610,           14372,             19,      2062,        1150,         10,      5669,        1762,         20,      29403,        14372,          76
 244,         14710,           14471,             20,      2112,        1175,         10,      5683,        1767,         20,      29646,        14471,          75
 245,         14947,           14707,             20,      2074,         989,         10,      5699,        1779,         20,      29890,        14707,          75
 246,         15105,           14864,             20,      2048,        1024,         10,      5730,        1782,         21,      30135,        14864,          77
 247,         15307,           15065,             20,      2276,        1224,         10,      5744,        1796,         21,      30381,        15065,          78
 248,         15412,           15169,             20,      1839,        1134,         10,      5755,        1785,         21,      30628,        15169,          78
 249,         15477,           15233,             21,      1930,        1216,         11,      5774,        1798,         21,      30876,        15233,          78
 250,         15490,           15245,             21,      2101,        1389,         11,      5814,        1807,         22,      31125,        15245,          80
 251,         15503,           15257,             20,      2345,        1635,         11,      5823,        1814,         20,      31375,        15257,          81
 252,         15621,           15374,             21,      2088,        1376,         11,      5868,        1827,         19,      31626,        15374,          80
 253,         15769,           15521,             21,      1991,        1168,         11,      5879,        1836,         19,      31878,        15521,          81
 254,         15802,           15553,             21,      1967,        1260,         11,      5892,        1840,         22,      32131,        15553,          82
 255,         15933,           15683,             21,      1890,        1174,         11,      5902,        1855,         21,      32385,        15683,          83
 256,         16183,           15932,             21,      2551,        1010,         11,      5950,        1845,         21,      32640,        15932,          84
 257,         16408,           16156,             22,      2138,        1122,         11,      5985,        1854,         20,      32896,        16156,          84
 258,         16665,           16412,             22,      2217,        1046,         11,      5997,        1872,         22,      33153,        16412,          84
 259,         16796,           16542,             22,      2033,        1046,         11,      6041,        1878,         19,      33411,        16542,          87
 260,         16854,           16599,             22,      2297,        1376,         11,      6049,        1891,         22,      33670,        16599,          86
 261,         17113,           16857,             22,      2505,        1226,         12,      6089,        1897,         21,      33930,        16857,          89
 262,         17342,           17085,             23,      2764,        1418,         11,      6140,        1911,         22,      34191,        17085,          88
 263,         17597,           17339,             23,      2478,        1085,         12,      6176,        1918,         20,      34453,        17339,          88
 264,         17803,           17544,             24,      2305,        1288,         11,      6216,        1936,         22,      34716,        17544,          94
 265,         17876,           17616,             24,      2103,        1198,         11,      6247,        1945,         21,      34980,        17616,          90
 266,         17925,           17664,             23,      2171,        1360,         11,      6266,        1960,         22,      35245,        17664,          93
 267,         18047,           17785,             24,      2023,        1113,         11,      6313,        1968,         21,      35511,        17785,          92
 268,         18259,           17996,             24,      2265,        1251,         12,      6309,        1971,         30,      35778,        17996,          98
 269,         18350,           18086,             24,      2135,        1121,         11,      6348,        1981,         23,      36046,        18086,          95
 270,         18510,           18245,             26,      2023,        1112,         11,      6411,        1993,         23,      36315,        18245,          95
 271,         18687,           18421,             24,      2039,        1119,         11,      6426,        2006,         23,      36585,        18421,          94
 272,         18949,           18682,             25,      2438,        1388,         12,      6496,        2010,         25,      36856,        18682,          94
 273,         18988,           18720,             25,      2340,        1298,         12,      6526,        2019,         22,      37128,        18720,          95
 274,         19048,           18779,             28,      2261,        1312,         11,      6552,        2033,         22,      37401,        18779,          97
 275,         19146,           18876,             25,      2286,        1141,         11,      6586,        2040,         22,      37675,        18876,          97
 276,         19338,           19067,             25,      2112,        1123,         11,      6606,        2046,         24,      37950,        19067,          99
 277,         19443,           19171,             27,      2196,        1218,         15,      6646,        2053,         36,      38226,        19171,         160
 278,         19464,           19191,             45,      2329,        1466,         19,      6654,        2068,         39,      38503,        19191,         149
 279,         19523,           19249,             46,      2293,        1387,         17,      6687,        2076,         40,      38781,        19249,         159
 280,         19673,           19398,             47,      2259,        1464,         17,      6719,        2101,         46,      39060,        19398,         152
 281,         19787,           19511,             45,      2269,        1451,         18,      6748,        2112,         41,      39340,        19511,         172
 282,         20023,           19746,             46,      2373,        1133,         15,      6802,        2111,         40,      39621,        19746,         154
 283,         20118,           19840,             44,      2203,        1174,         18,      6819,        2124,         42,      39903,        19840,         145
 284,         20314,           20035,             40,      2217,        1162,         17,      6850,        2137,         38,      40186,        20035,         150
 285,         20320,           20040,             44,      2411,        1452,         18,      6887,        2139,         40,      40470,        20040,         108
 286,         20573,           20292,             29,      2678,        1165,         14,      6927,        2154,         27,      40755,        20292,         147
 287,         20582,           20300,             27,      2921,        1422,         14,      6967,        2157,         27,      41041,        20300,         124
 288,         20603,           20320,             27,      2787,        1349,         12,      6985,        2175,         27,      41328,        20320,         113
 289,         20724,           20440,             42,      2269,        1288,         15,      7020,        2187,         42,      41616,        20440,         125
 290,         20929,           20644,             27,      2275,        1342,         13,      7066,        2193,         28,      41905,        20644,         105
 291,         21152,           20866,             28,      2655,        1420,         13,      7097,        2204,         26,      42195,        20866,         107
 292,         21410,           21123,             28,      2898,        1307,         13,      7134,        2215,         26,      42486,        21123,         108
 293,         21682,           21394,             40,      2716,        1296,         18,      7159,        2225,         42,      42778,        21394,         155
 294,         21843,           21554,             50,      2356,        1402,         19,      7194,        2231,         44,      43071,        21554,         154
 295,         21889,           21599,             28,      2496,        1614,         13,      7259,        2239,         27,      43365,        21599,         109
 296,         22050,           21759,             31,      2668,        1582,         14,      7232,        2256,         27,      43660,        21759,         111
 297,         22113,           21821,             28,      2644,        1645,         13,      7269,        2264,         25,      43956,        21821,         113
 298,         22281,           21988,             29,      2455,        1380,         13,      7301,        2280,         26,      44253,        21988,         113
 299,         22519,           22225,             49,      2403,        1335,         19,      7346,        2288,         43,      44551,        22225,         170
 300,         22660,           22365,             50,      2337,        1416,         19,      7396,        2292,         45,      44850,        22365,         174
 301,         22837,           22541,             64,      2412,        1444,         22,      7418,        2312,         47,      45150,        22541,         198
 302,         23000,           22703,             57,      2474,        1487,         21,      7448,        2310,         53,      45451,        22703,         188
 303,         23234,           22936,             33,      2698,        1311,         15,      7476,        2328,         31,      45753,        22936,         137
 304,         23500,           23201,             31,      2619,        1447,         14,      7513,        2341,         27,      46056,        23201,         119
 305,         23716,           23416,             30,      2525,        1414,         13,      7540,        2347,         30,      46360,        23416,         119
 306,         23835,           23534,             31,      2435,        1539,         13,      7599,        2357,         31,      46665,        23534,         120
 307,         23868,           23566,             31,      2592,        1705,         13,      7616,        2371,         26,      46971,        23566,         121
 308,         23956,           23653,             31,      2627,        1798,         13,      7661,        2368,         28,      47278,        23653,         119
 309,         24159,           23855,             31,      2630,        1518,         14,      7687,        2383,         28,      47586,        23855,         120
 310,         24283,           23978,             31,      2512,        1506,         13,      7707,        2387,         29,      47895,        23978,         121
 311,         24463,           24157,             32,      2879,        1602,         13,      7753,        2402,         27,      48205,        24157,         124
 312,         24640,           24333,             32,      2510,        1537,         14,      7799,        2422,         28,      48516,        24333,         155
 313,         24713,           24405,             32,      2702,        1740,         14,      7837,        2431,         31,      48828,        24405,         125
 314,         24913,           24604,             32,      2740,        1422,         14,      7857,        2440,         30,      49141,        24604,         126
 315,         25215,           24905,             32,      2777,        1628,         14,      7897,        2445,         29,      49455,        24905,         127
 316,         25412,           25101,             33,      2552,        1499,         14,      7925,        2454,         29,      49770,        25101,         126
 317,         25450,           25138,             33,      2674,        1725,         14,      7952,        2458,         31,      50086,        25138,         126
 318,         25563,           25250,             33,      2556,        1603,         14,      7989,        2473,         32,      50403,        25250,         127
 319,         25664,           25350,             33,      2776,        1846,         15,      8033,        2489,         30,      50721,        25350,         129
 320,         25723,           25408,             33,      2913,        2037,         14,      8055,        2494,         32,      51040,        25408,         126
 321,         25726,           25410,             33,      3256,        2353,         15,      8086,        2505,         28,      51360,        25410,         129
 322,         25838,           25521,             33,      2784,        1832,         15,      8128,        2523,         29,      51681,        25521,         133
 323,         26112,           25794,             34,      3062,        1890,         15,      8167,        2528,         29,      52003,        25794,         132
 324,         26117,           25798,             34,      3290,        2125,         15,      8214,        2540,         32,      52326,        25798,         131
 325,         26323,           26003,             34,      2750,        1543,         14,      8260,        2554,         31,      52650,        26003,         133
 326,         26505,           26184,             34,      2731,        1495,         14,      8280,        2545,         30,      52975,        26184,         135
 327,         26575,           26253,             34,      2900,        1796,         14,      8303,        2567,         29,      53301,        26253,         135
 328,         26701,           26378,             34,      2738,        1560,         14,      8335,        2584,         30,      53628,        26378,         137
 329,         26782,           26458,             34,      2857,        1899,         14,      8370,        2592,         30,      53956,        26458,         134
 330,         26802,           26477,             34,      3173,        2166,         14,      8386,        2601,         29,      54285,        26477,         137
 331,         27120,           26794,             35,      3071,        1730,         15,      8432,        2617,         30,      54615,        26794,         140
 332,         27125,           26798,             35,      3430,        2043,         15,      8416,        2605,         31,      54946,        26798,         140
 333,         27374,           27046,             35,      2837,        1522,         15,      8459,        2621,         30,      55278,        27046,         140
 334,         27404,           27075,             35,      2849,        1700,         15,      8531,        2643,         32,      55611,        27075,         144
 335,         27492,           27162,             35,      2882,        1802,         14,      8559,        2646,         31,      55945,        27162,         141
 336,         27510,           27179,             35,      3095,        2026,         15,      8620,        2653,         31,      56280,        27179,         144
 337,         27759,           27427,             36,      2841,        1488,         14,      8663,        2664,         30,      56616,        27427,         160
 338,         27898,           27565,             51,      3105,        1870,         15,      8674,        2672,         31,      56953,        27565,         142
 339,         27964,           27630,             36,      2954,        1965,         15,      8706,        2686,         34,      57291,        27630,         143
 340,         28161,           27826,             36,      2951,        1791,         15,      8740,        2689,         33,      57630,        27826,         148
 341,         28339,           28003,             36,      2901,        1688,         15,      8758,        2694,         31,      57970,        28003,         148
 342,         28539,           28202,             37,      2924,        1653,         15,      8778,        2722,         30,      58311,        28202,         148
 343,         28844,           28506,             37,      2892,        1578,         15,      8836,        2717,         30,      58653,        28506,         150
 344,         28864,           28525,             37,      3405,        1849,         15,      8873,        2735,         34,      58996,        28525,         149
 345,         28870,           28530,             37,      3710,        2160,         16,      8909,        2747,         32,      59340,        28530,         149
 346,         29148,           28807,             37,      3641,        2236,         16,      8944,        2755,         34,      59685,        28807,         156
 347,         29470,           29128,             38,      3014,        1491,         15,      8984,        2759,         32,      60031,        29128,         151
 348,         29595,           29252,             41,      2923,        1629,         16,      9007,        2785,         33,      60378,        29252,         154
 349,         29832,           29488,             38,      2851,        1574,         16,      9038,        2790,         33,      60726,        29488,         153
 350,         30163,           29818,             39,      3098,        1667,         16,      9058,        2808,         32,      61075,        29818,         154
 351,         30196,           29850,             39,      3488,        1855,         16,      9125,        2816,         33,      61425,        29850,         156
 352,         30502,           30155,             39,      3092,        1466,         15,      9149,        2803,         33,      61776,        30155,         153
 353,         30661,           30313,             39,      2951,        1822,         16,      9192,        2811,         32,      62128,        30313,         157
 354,         30999,           30650,             39,      3213,        1698,         16,      9236,        2827,         32,      62481,        30650,         156
 355,         31235,           30885,             40,      3107,        1846,         16,      9254,        2840,         33,      62835,        30885,         160
 356,         31469,           31118,             40,      3154,        1938,         16,      9263,        2845,         33,      63190,        31118,         161
 357,         31496,           31144,             40,      3242,        1931,         16,      9299,        2857,         33,      63546,        31144,         164
 358,         31581,           31228,             43,      3089,        1809,         23,      9338,        2878,         38,      63903,        31228,         163
 359,         31903,           31549,             40,      3230,        1735,         16,      9396,        2883,         35,      64261,        31549,         162
 360,         31975,           31620,             41,      3540,        2345,         17,      9417,        2888,         34,      64620,        31620,         165
 361,         32202,           31846,             41,      3265,        1663,         16,      9450,        2901,         33,      64980,        31846,         163
 362,         32492,           32135,             41,      3517,        2170,         16,      9469,        2917,         34,      65341,        32135,         166
 363,         32704,           32346,             41,      3079,        1761,         16,      9475,        2926,         34,      65703,        32346,         168
 364,         33028,           32669,             42,      3274,        1548,         16,      9597,        2945,         35,      66066,        32669,         167
 365,         33065,           32705,             42,      3513,        2145,         16,      9616,        2951,         34,      66430,        32705,         167
 366,         33324,           32963,             42,      3375,        2035,         16,      9641,        2945,         37,      66795,        32963,         169
 367,         33516,           33154,             43,      3291,        2037,         17,      9683,        2957,         34,      67161,        33154,         172
 368,         33529,           33166,             42,      3393,        2127,         17,      9659,        2979,         35,      67528,        33166,         190
 369,         33717,           33353,             43,      3294,        1943,         16,      9688,        2988,         36,      67896,        33353,         172
 370,         33913,           33548,             43,      3139,        1705,         17,      9715,        2998,         36,      68265,        33548,         170
 371,         33997,           33631,             43,      3098,        1904,         16,      9751,        3001,         37,      68635,        33631,         174
 372,         34205,           33838,             43,      3255,        1829,         17,      9784,        3017,         35,      69006,        33838,         174
 373,         34466,           34098,             44,      3163,        1775,         16,      9831,        3035,         36,      69378,        34098,         218
 374,         34522,           34153,             44,      3370,        2008,         18,      9890,        3030,         45,      69751,        34153,         177
 375,         34531,           34161,             47,      3715,        2375,         18,      9890,        3038,         30,      70125,        34161,         179
 376,         34589,           34218,             44,      3392,        1988,         17,      9929,        3065,         29,      70500,        34218,         179
 377,         34803,           34431,             44,      3188,        1910,         17,      9972,        3068,         30,      70876,        34431,         178
 378,         35062,           34689,             44,      3338,        1929,         17,     10037,        3070,         30,      71253,        34689,         182
 379,         35257,           34883,             44,      3379,        2041,         18,     10049,        3087,         30,      71631,        34883,         180
 380,         35567,           35192,             45,      3669,        2085,         17,     10058,        3090,         30,      72010,        35192,         183
 381,         35938,           35562,             45,      3704,        2032,         17,     10062,        3099,         28,      72390,        35562,         184
 382,         36039,           35662,             45,      3476,        2009,         21,     10130,        3124,         32,      72771,        35662,         185
 383,         36421,           36043,             46,      4141,        1748,         26,     10181,        3123,         34,      73153,        36043,         184
 384,         36746,           36367,             46,      3714,        2032,         17,     10188,        3135,         32,      73536,        36367,         187
 385,         36972,           36592,             47,      3591,        2013,         17,     10213,        3144,         30,      73920,        36592,         188
 386,         37178,           36797,             47,      3462,        1810,         17,     10252,        3161,         32,      74305,        36797,         189
 387,         37310,           36928,             51,      3556,        2200,         17,     10291,        3165,         31,      74691,        36928,         190
 388,         37429,           37046,             47,      3818,        2394,         17,     10281,        3163,         31,      75078,        37046,         187
 389,         37507,           37123,             47,      3894,        2587,         17,     10297,        3175,         30,      75466,        37123,         192
 390,         37838,           37453,             48,      3870,        2262,         18,     10334,        3189,         31,      75855,        37453,         193
 391,         37984,           37598,             52,      3551,        1865,         17,     10364,        3194,         35,      76245,        37598,         193
 392,         38182,           37795,             48,      3445,        1702,         17,     10400,        3210,         34,      76636,        37795,         192
 393,         38499,           38111,             48,      3633,        2050,         17,     10422,        3218,         31,      77028,        38111,         196
 394,         38817,           38428,             49,      3872,        2226,         17,     10486,        3231,         31,      77421,        38428,         197
 395,         39153,           38763,             49,      4035,        2175,         18,     10482,        3232,         32,      77815,        38763,         200
 396,         39259,           38868,             49,      3852,        1955,         18,     10500,        3235,         31,      78210,        38868,         197
 397,         39562,           39170,             50,      3630,        1702,         17,     10545,        3248,         32,      78606,        39170,         197
 398,         39955,           39562,             50,      3966,        1916,         18,     10527,        3252,         33,      79003,        39562,         199
 399,         40252,           39858,             51,      3815,        2111,         18,     10529,        3271,         36,      79401,        39858,         203
 400,         40513,           40118,             51,      3445,        1829,         17,     10635,        3277,         33,      79800,        40118,         202
 401,         40634,           40238,             51,      3471,        1923,         18,     10659,        3284,         32,      80200,        40238,         203
 402,         40717,           40320,             51,      3718,        2299,         18,     10628,        3284,         32,      80601,        40320,         202
 403,         40951,           40553,             52,      3594,        1862,         18,     10651,        3298,         33,      81003,        40553,         201
 404,         41354,           40956,             52,      4268,        2411,         19,     10703,        3312,         32,      81406,        40956,         208
 405,         41362,           40963,             52,      4631,        2853,         19,     10743,        3321,         32,      81810,        40963,         206
 406,         41431,           41031,             53,      4297,        2683,         19,     10768,        3320,         34,      82215,        41031,         209
 407,         41509,           41108,             52,      4267,        2544,         18,     10759,        3336,         33,      82621,        41108,         211
 408,         41828,           41426,             52,      3853,        1998,         18,     10810,        3340,         75,      83028,        41426,         207
 409,         42131,           41728,             53,      3759,        2071,         18,     10833,        3346,         33,      83436,        41728,         211
 410,         42475,           42071,             53,      3930,        2074,         19,     10823,        3358,         35,      83845,        42071,         212
 411,         42871,           42466,             54,      4043,        2085,         19,     10860,        3371,         32,      84255,        42466,         247
 412,         43063,           42657,             59,      3751,        1999,         19,     10907,        3369,         34,      84666,        42657,         212
 413,         43172,           42765,             54,      3811,        2277,         19,     10956,        3384,         38,      85078,        42765,         215
 414,         43199,           42791,             54,      4078,        2663,         19,     10933,        3378,         33,      85491,        42791,         218
 415,         43481,           43072,             54,      3628,        2195,         18,     10949,        3396,         32,      85905,        43072,         215
 416,         43544,           43134,             54,      3816,        2323,         19,     10986,        3413,         35,      86320,        43134,         215
 417,         43648,           43237,             55,      3691,        2304,         18,     11009,        3425,         32,      86736,        43237,         221
 418,         43872,           43460,             55,      3713,        2205,         18,     11040,        3422,         35,      87153,        43460,         218
 419,         43979,           43566,             56,      3759,        2354,         19,     11081,        3435,         33,      87571,        43566,         218
 420,         44099,           43685,             55,      3635,        2343,         18,     11116,        3447,         34,      87990,        43685,         224
 421,         44243,           43828,             55,      3712,        2219,         18,     11134,        3458,         33,      88410,        43828,         221
 422,         44443,           44027,             56,      4035,        2420,         19,     11172,        3452,         34,      88831,        44027,         224
 423,         44572,           44155,             55,      3767,        2306,         19,     11179,        3460,         34,      89253,        44155,         224
 424,         44961,           44543,             56,      3930,        2303,         20,     11190,        3483,         37,      89676,        44543,         228
 425,         45218,           44799,             56,      3728,        1857,         18,     11228,        3485,         37,      90100,        44799,         227
 426,         45420,           45000,             57,      3886,        2385,         19,     11250,        3491,         90,      90525,        45000,         236
 427,         45482,           45061,             60,      3934,        2452,         19,     11277,        3500,         36,      90951,        45061,         227
 428,         45531,           45109,             57,      4263,        2824,         19,     11268,        3493,         35,      91378,        45109,         231
 429,         45699,           45276,             57,      3822,        2381,         19,     11303,        3500,         35,      91806,        45276,         230
 430,         45713,           45289,             57,      4252,        2703,         19,     11301,        3522,         34,      92235,        45289,         234
 431,         45755,           45330,             57,      4261,        2796,         19,     11342,        3529,         36,      92665,        45330,         234
 432,         45808,           45382,             57,      4238,        2765,         18,     11396,        3549,         36,      93096,        45382,         234
 433,         46132,           45705,             58,      4106,        2512,         20,     11424,        3561,         35,      93528,        45705,         232
 434,         46327,           45899,             58,      3823,        2170,         20,     11445,        3565,         36,      93961,        45899,         235
 435,         46383,           45954,             58,      3632,        2169,         19,     11467,        3575,         34,      94395,        45954,         237
 436,         46533,           46103,             58,      3736,        2321,         19,     11499,        3579,         35,      94830,        46103,         238
 437,         46714,           46283,             59,      3980,        2550,         19,     11522,        3582,         33,      95266,        46283,         243
 438,         46827,           46395,             59,      3911,        2391,         19,     11545,        3590,         35,      95703,        46395,         239
 439,         46950,           46517,             60,      3852,        2387,         19,     11563,        3604,         36,      96141,        46517,         244
 440,         46984,           46550,             59,      4099,        2768,         20,     11600,        3612,         37,      96580,        46550,         242
 441,         47226,           46791,             59,      3825,        2393,         20,     11627,        3620,         35,      97020,        46791,         242
 442,         47280,           46844,             60,      3910,        2572,         20,     11601,        3630,         35,      97461,        46844,         242
 443,         47294,           46857,            104,      4276,        2932,         35,     11616,        3649,         34,      97903,        46857,         243
 444,         47481,           47043,             60,      3969,        2383,         20,     11680,        3637,         35,      98346,        47043,         245
 445,         47907,           47468,             60,      4636,        2433,         21,     11677,        3658,         34,      98790,        47468,         247
 446,         48298,           47858,             60,      4148,        2447,         21,     11730,        3655,         35,      99235,        47858,         248
 447,         48726,           48285,             61,      4198,        2035,         20,     11766,        3671,         35,      99681,        48285,         264
 448,         49080,           48638,             65,      4227,        2292,         20,     11819,        3681,         38,     100128,        48638,         250
 449,         49407,           48964,             62,      4163,        2622,         20,     11841,        3690,         35,     100576,        48964,         268
 450,         49779,           49335,             62,      4210,        2233,         21,     11852,        3697,         79,     101025,        49335,         258
 451,         50229,           49784,             62,      4708,        2204,         21,     11869,        3713,         34,     101475,        49784,         258
 452,         50238,           49792,             62,      5187,        2629,         22,     11925,        3710,         39,     101926,        49792,         258
 453,         50362,           49915,             63,      4955,        2554,         20,     11931,        3729,         35,     102378,        49915,         258
 454,         50539,           50091,             63,      4287,        2396,         20,     11938,        3737,         36,     102831,        50091,         260
 455,         50705,           50256,             63,      4544,        2647,         21,     11987,        3748,         35,     103285,        50256,         261
 456,         51056,           50606,             63,      4601,        2351,         21,     12037,        3744,         35,     103740,        50606,         262
 457,         51376,           50925,             64,      4063,        2044,         20,     12051,        3752,         34,     104196,        50925,         266
 458,         51488,           51036,             64,      4073,        2296,         21,     12056,        3769,         35,     104653,        51036,         261
 459,         51930,           51477,             64,      4366,        2318,         21,     12073,        3779,         34,     105111,        51477,         270
 460,         52211,           51757,             64,      4109,        2218,         21,     12139,        3777,         36,     105570,        51757,         267
 461,         52312,           51857,             65,      4363,        2600,         21,     12159,        3788,         36,     106030,        51857,         270
 462,         52337,           51881,             65,      4562,        2841,         21,     12144,        3793,         35,     106491,        51881,         269
 463,         52799,           52343,             65,      5315,        2735,         23,     12174,        3815,         36,     106953,        52343,         271
 464,         53153,           52696,             84,      4250,        2307,         21,     12202,        3809,         40,     107416,        52696,         271
 465,         53192,           52734,             66,      4719,        2758,         21,     12222,        3818,         37,     107880,        52734,         275
 466,         53218,           52759,             66,      5089,        3220,         23,     12236,        3840,         37,     108345,        52759,         276
 467,         53227,           52767,             66,      5497,        3620,         23,     12266,        3844,         38,     108811,        52767,         273
 468,         53438,           52977,             66,      4276,        2130,         21,     12287,        3848,         38,     109278,        52977,         321
 469,         53485,           53023,             66,      4484,        2543,         22,     12301,        3862,         35,     109746,        53023,         277
 470,         53747,           53284,             67,      4408,        2515,         22,     12359,        3872,         36,     110215,        53284,         278
 471,         54169,           53705,             67,      4437,        2480,         22,     12370,        3884,         36,     110685,        53705,         280
 472,         54200,           53735,             67,      4860,        2476,         22,     12439,        3880,         39,     111156,        53735,         284
 473,         54556,           54090,             68,      4250,        2385,         21,     12453,        3893,         37,     111628,        54090,         286
 474,         54867,           54400,             68,      4213,        2184,         21,     12416,        3890,         35,     112101,        54400,         283
 475,         55113,           54645,             68,      4244,        2520,         21,     12479,        3907,         37,     112575,        54645,         286
 476,         55459,           54990,             69,      4072,        2332,         21,     12505,        3914,         38,     113050,        54990,         287
 477,         55930,           55460,             69,      4722,        2518,         23,     12524,        3929,         36,     113526,        55460,         292
 478,         55935,           55464,             69,      5545,        2978,         23,     12573,        3939,         40,     114003,        55464,         288
 479,         56222,           55750,             70,      4377,        2488,         21,     12625,        3944,         35,     114481,        55750,         291
 480,         56383,           55910,             70,      4395,        2810,         22,     12606,        3946,         38,     114960,        55910,         294
 481,         56832,           56358,             70,      4595,        2490,         22,     12629,        3956,         39,     115440,        56358,         293
 482,         57118,           56643,             71,      4672,        2699,         22,     12670,        3968,         38,     115921,        56643,         301
 483,         57196,           56720,             71,      4843,        3078,         22,     12701,        3977,         37,     116403,        56720,         297
 484,         57220,           56743,             71,      5193,        3609,         23,     12684,        3983,         39,     116886,        56743,         295
 485,         57395,           56917,             92,      4714,        2824,         22,     12711,        3997,         38,     117370,        56917,         300
 486,         57517,           57038,             72,      4960,        3163,         22,     12756,        4005,         38,     117855,        57038,         297
 487,         57601,           57121,             71,      5232,        3483,         22,     12798,        4021,         38,     118341,        57121,         299
 488,         57607,           57126,             71,      5683,        3962,         23,     12805,        4017,         40,     118828,        57126,         302
 489,         57824,           57342,             71,      4683,        2969,         22,     12837,        4030,         35,     119316,        57342,         304
 490,         57908,           57425,             72,      4743,        2977,         22,     12844,        4039,         40,     119805,        57425,         304
 491,         58281,           57797,             72,      4528,        2573,         22,     12894,        4058,         37,     120295,        57797,         304
 492,         58762,           58277,             73,      5239,        3066,         23,     12899,        4049,         39,     120786,        58277,         306
 493,         59007,           58521,             73,      4655,        2406,         23,     12921,        4058,         38,     121278,        58521,         312
 494,         59048,           58561,             73,      4810,        2987,         23,     12943,        4083,         41,     121771,        58561,         312
 495,         59234,           58746,             74,      4569,        2662,         23,     12990,        4082,         38,     122265,        58746,         318
 496,         59578,           59089,             74,      4737,        2533,         23,     13003,        4081,         39,     122760,        59089,         317
 497,         59838,           59348,             74,      4680,        2841,         23,     13030,        4093,         37,     123256,        59348,         319
 498,         60039,           59548,             74,      4580,        2720,         22,     13066,        4093,         39,     123753,        59548,         316
 499,         60278,           59786,             75,      4786,        2974,         23,     13084,        4113,         39,     124251,        59786,         314
 500,         60441,           59948,             75,      4787,        3108,         23,     13126,        4113,         41,     124750,        59948,         323
 501,         60642,           60148,             75,      4936,        3028,         23,     13152,        4130,         40,     125250,        60148,         317
 502,         61134,           60639,             76,      5420,        3183,         23,     13135,        4132,         43,     125751,        60639,         320
 503,         61179,           60683,             76,      5674,        3570,         24,     13157,        4146,         40,     126253,        60683,         320
 504,         61482,           60985,             76,      4659,        2391,         24,     13243,        4156,         43,     126756,        60985,         319
 505,         61583,           61085,             76,      4714,        2672,         23,     13259,        4170,         46,     127260,        61085,         327
 506,         61942,           61443,             77,      4665,        2398,         24,     13293,        4172,         39,     127765,        61443,         323
 507,         62295,           61795,             77,      4606,        2315,         23,     13276,        4191,         39,     128271,        61795,         326
 508,         62685,           62184,             78,      4770,        2388,         23,     13308,        4183,         41,     128778,        62184,         333
 509,         63023,           62521,             78,      4445,        2426,         23,     13326,        4197,         38,     129286,        62521,         330
 510,         63265,           62762,             78,      4717,        2601,         24,     13348,        4213,         41,     129795,        62762,         334
 511,         63291,           62787,             78,      5057,        3090,         24,     13353,        4221,         43,     130305,        62787,         334
 512,         63644,           63139,             78,      4766,        2751,         23,     13397,        4213,         40,     130816,        63139,         338
 513,         64116,           63610,             79,      4691,        2577,         24,     13435,        4224,         39,     131328,        63610,         331
 514,         64133,           63626,             79,      6534,        3214,         25,     13479,        4233,         41,     131841,        63626,         336
 515,         64411,           63903,             80,      4594,        2529,         23,     13539,        4241,         42,     132355,        63903,         338
 516,         64865,           64356,             80,      4753,        2823,         28,     13542,        4269,         65,     132870,        64356,         341
 517,         65286,           64776,             80,      5050,        2856,         24,     13593,        4275,         42,     133386,        64776,         341
 518,         65525,           65014,             81,      4896,        2568,         24,     13636,        4281,         41,     133903,        65014,         346
 519,         65633,           65121,             81,      4670,        2794,         24,     13656,        4291,         40,     134421,        65121,         341
 520,         66017,           65504,             89,      4880,        2417,         24,     13663,        4309,         40,     134940,        65504,         342
 521,         66514,           66000,             82,      5604,        2212,         24,     13706,        4321,         40,     135460,        66000,         352
 522,         66648,           66133,             82,      5423,        2917,         24,     13755,        4322,         41,     135981,        66133,         346
 523,         67065,           66549,             83,      5178,        2831,         24,     13805,        4335,         41,     136503,        66549,         345
 524,         67150,           66633,             83,      4865,        2764,         24,     13841,        4351,         43,     137026,        66633,         349
 525,         67218,           66700,             83,      5314,        3203,         24,     13894,        4366,         40,     137550,        66700,         345
 526,         67512,           66993,             83,      4802,        2699,         25,     13922,        4366,         40,     138075,        66993,         354
 527,         67993,           67473,             84,      4950,        2491,         24,     13960,        4381,         41,     138601,        67473,         348
 528,         68223,           67702,             84,      4964,        2920,         27,     13982,        4400,         90,     139128,        67702,         357
 529,         68454,           67932,             85,      5067,        2910,         24,     14026,        4412,         42,     139656,        67932,         355
 530,         68637,           68114,             84,      5377,        3458,         25,     14080,        4422,         43,     140185,        68114,         352
 531,         69139,           68615,             85,      5749,        3276,         25,     14094,        4430,         42,     140715,        68615,         356
