   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, bubble_cmp, bubble_swaps, bubble_time
 893,          1313,             422,              2,    274839,      275189,        560,     19712,        8127,         30,     398278,          422,         340
 894,          1315,             423,              2,    274840,      275189,        580,     19739,        8141,         31,     399171,          423,         352
 895,          1317,             424,              2,    275733,      276083,        582,     19766,        8150,         30,     400065,          424,         341
 896,          1320,             426,              2,    275735,      276085,        561,     19773,        8168,         31,     400960,          426,         342
 897,          1321,             426,              2,    276631,      276982,        582,     19792,        8175,         30,     401856,          426,         352
 898,          1322,             426,              2,    277528,      277880,        597,     19829,        8179,         30,     402753,          426,         344
 899,          1324,             427,              3,    277529,      277880,        571,     19850,        8185,         31,     403651,          427,         406
 900,          1325,             427,              3,    278428,      278780,        574,     19829,        8214,         31,     404550,          427,         346
 901,          1326,             427,              3,    279328,      279681,        569,     19855,        8217,         30,     405450,          427,         347
 902,          1327,             427,              3,    280229,      280583,        571,     19863,        8216,         31,     406351,          427,         368
 903,          1329,             428,              3,    279331,      279682,        643,     19884,        8234,         36,     407253,          428,         349
 904,          1330,             428,              5,    280234,      280586,        575,     19952,        8231,         32,     408156,          428,         347
 905,          1331,             428,              4,    281138,      281491,        559,     19965,        8242,         31,     409060,          428,         342
 906,          1332,             428,              3,    282043,      282397,        561,     19996,        8244,         31,     409965,          428,         342
 907,          1333,             428,              3,    282949,      283304,        562,     19996,        8264,         30,     410871,          428,         343
 908,          1334,             428,              3,    283856,      284212,        564,     19992,        8274,         30,     411778,          428,         343
 909,          1337,             430,              3,    282952,      283305,        562,     20001,        8285,         30,     412686,          430,         344
 910,          1341,             433,              3,    282954,      283306,        562,     20011,        8291,         30,     413595,          433,         345
 911,          1342,             433,              3,    283864,      284217,        564,     20045,        8303,         32,     414505,          433,         345
 912,          1343,             433,              3,    284775,      285129,        565,     20075,        8313,         31,     415416,          433,         346
 913,          1345,             434,              2,    284776,      285129,        585,     20087,        8325,         30,     416328,          434,         347
 914,          1346,             434,              3,    285689,      286043,        568,     20091,        8335,         30,     417241,          434,         347
 915,          1347,             434,              3,    286603,      286958,        569,     20132,        8338,         30,     418155,          434,         348
 916,          1348,             434,              3,    287518,      287874,        571,     20133,        8350,         30,     419070,          434,         349
 917,          1349,             434,              2,    288434,      288791,        572,     20159,        8349,         30,     419986,          434,         349
 918,          1350,             434,              2,    289351,      289709,        575,     20160,        8374,         32,     420903,          434,         350
 919,          1352,             435,              3,    289352,      289709,        574,     20208,        8373,         30,     421821,          435,         351
 920,          1353,             435,              3,    290271,      290629,        577,     20216,        8402,         31,     422740,          435,         353
 921,          1354,             435,              2,    291191,      291550,        578,     20232,        8408,         30,     423660,          435,         353
 922,          1356,             436,              2,    291192,      291550,        578,     20253,        8407,         31,     424581,          436,         353
 923,          1357,             436,              2,    292114,      292473,        623,     20282,        8422,         46,     425503,          436,         354
 924,          1358,             436,              3,    293037,      293397,        582,     20322,        8417,         32,     426426,          436,         355
 925,          1359,             436,              3,    293961,      294322,        589,     20335,        8434,         31,     427350,          436,         356
 926,          1361,             437,              3,    293962,      294322,        584,     20343,        8439,         31,     428275,          437,         357
 927,          1362,             437,              3,    294888,      295249,        586,     20355,        8460,         31,     429201,          437,         357
 928,          1363,             437,              3,    295815,      296177,        588,     20426,        8447,         31,     430128,          437,         358
 929,          1364,             437,              3,    296743,      297106,        589,     20443,        8454,         31,     431056,          437,         359
 930,          1367,             439,              3,    295818,      296178,        587,     20426,        8485,         31,     431985,          439,         359
 931,          1371,             442,              3,    295820,      296179,        588,     20465,        8483,         30,     432915,          442,         360
 932,          1372,             442,              3,    296751,      297111,        589,     20468,        8497,         31,     433846,          442,         361
 933,          1373,             442,              2,    297683,      298044,        591,     20486,        8500,         62,     434778,          442,         377
 934,          1375,             443,              2,    297684,      298044,        591,     20505,        8525,         31,     435711,          443,         362
 935,          1376,             443,              3,    298618,      298979,        600,     20541,        8525,         31,     436645,          443,         363
 936,          1377,             443,              3,    298619,      298979,        593,     20569,        8530,         32,     437580,          443,         364
 937,          1378,             443,              3,    299555,      299916,        595,     20585,        8537,         31,     438516,          443,         365
 938,          1379,             443,              3,    300492,      300854,        597,     20613,        8538,         32,     439453,          443,         366
 939,          1380,             443,              3,    301430,      301793,        599,     20614,        8559,         31,     440391,          443,         366
 940,          1382,             444,              3,    301431,      301793,        606,     20650,        8562,         32,     441330,          444,         367
 941,          1385,             446,              3,    301433,      301795,        599,     20658,        8583,         33,     442270,          446,         446
 942,          1388,             448,              3,    302372,      302734,        601,     20706,        8582,         31,     443211,          448,         369
 943,          1389,             448,              3,    303314,      303677,        691,     20712,        8599,         32,     444153,          448,         370
 944,          1390,             448,              3,    304257,      304621,        604,     20737,        8597,         32,     445096,          448,         371
 945,          1392,             449,              3,    304258,      304621,        610,     20755,        8611,         31,     446040,          449,         372
 946,          1393,             449,              3,    305203,      305567,        607,     20784,        8613,         31,     446985,          449,         372
 947,          1394,             449,              3,    306149,      306514,        608,     20810,        8626,         30,     447931,          449,         373
 948,          1396,             450,              3,    306150,      306514,        608,     20779,        8651,         31,     448878,          450,         374
 949,          1398,             451,              4,    307097,      307462,        611,     20792,        8669,         32,     449826,          451,         375
 950,          1399,             451,              4,    308046,      308412,        612,     20847,        8653,         32,     450775,          451,         376
 951,          1400,             451,              3,    308996,      309363,        622,     20882,        8669,         31,     451725,          451,         376
 952,          1401,             451,              3,    309947,      310315,        616,     20884,        8685,         31,     452676,          451,         392
 953,          1402,             451,              3,    310899,      311268,        618,     20896,        8696,         31,     453628,          451,         378
 954,          1403,             451,              3,    311852,      312222,        619,     20951,        8694,         31,     454581,          451,         383
 955,          1404,             451,              3,    312806,      313177,        622,     20945,        8708,         31,     455535,          451,         379
 956,          1406,             452,              3,    312807,      313177,        621,     20975,        8726,         31,     456490,          452,         380
 957,          1407,             452,              3,    313763,      314134,        623,     21009,        8729,         31,     457446,          452,         381
 958,          1409,             453,              3,    313764,      314134,        623,     21028,        8744,         31,     458403,          453,         381
 959,          1410,             453,              3,    314722,      315093,        625,     21066,        8737,         31,     459361,          453,         382
 960,          1411,             453,              3,    315681,      316053,        627,     21060,        8759,         32,     460320,          453,         383
 961,          1412,             453,              2,    316641,      317014,        629,     21081,        8765,         30,     461280,          453,         384
 962,          1413,             453,              2,    317602,      317976,        719,     21135,        8766,         34,     462241,          453,         385
 963,          1414,             453,              3,    318564,      318939,        633,     21152,        8777,         31,     463203,          453,         385
 964,          1415,             453,              3,    319527,      319903,        640,     21153,        8785,         32,     464166,          453,         386
 965,          1416,             453,              3,    320491,      320868,        636,     21163,        8801,         31,     465130,          453,         387
 966,          1417,             453,              3,    321456,      321834,        639,     21195,        8796,         31,     466095,          453,         387
 967,          1418,             453,              3,    322422,      322801,        640,     21216,        8821,         31,     467061,          453,         388
 968,          1420,             454,              3,    322423,      322801,        640,     21240,        8819,         32,     468028,          454,         389
 969,          1422,             455,              3,    323390,      323769,        642,     21260,        8827,         32,     468996,          455,         390
 970,          1424,             456,              3,    323392,      323771,        642,     21262,        8847,         31,     469965,          456,         391
 971,          1425,             456,              3,    324362,      324742,        644,     21299,        8852,         31,     470935,          456,         405
 972,          1426,             456,              3,    325333,      325714,        646,     21308,        8862,         32,     471906,          456,         392
 973,          1428,             457,              3,    325334,      325714,        650,     21334,        8861,         31,     472878,          457,         393
 974,          1429,             457,              3,    326307,      326688,        648,     21343,        8891,         32,     473851,          457,         394
 975,          1431,             458,              3,    326308,      326688,        648,     21393,        8883,         31,     474825,          458,         394
 976,          1432,             458,              3,    327283,      327664,        650,     21359,        8910,         33,     475800,          458,         395
 977,          1433,             458,              3,    328259,      328641,        652,     21375,        8917,         36,     476776,          458,         396
 978,          1434,             458,              3,    329236,      329619,        654,     21418,        8917,         32,     477753,          458,         397
 979,          1436,             459,              3,    329237,      329619,        654,     21428,        8936,         31,     478731,          459,         400
 980,          1437,             459,              3,    330216,      330599,        656,     21496,        8937,         32,     479710,          459,         491
 981,          1441,             462,              4,    329241,      329621,        655,     21504,        8951,         33,     480690,          462,         400
 982,          1442,             462,              3,    330222,      330603,        656,     21533,        8960,         32,     481671,          462,         406
 983,          1443,             462,              3,    331204,      331586,        658,     21563,        8965,         32,     482653,          462,         402
 984,          1444,             462,              3,    332187,      332570,        660,     21559,        8980,         32,     483636,          462,         402
 985,          1446,             463,              3,    332188,      332570,        660,     21575,        8992,         31,     484620,          463,         403
 986,          1447,             463,              3,    333173,      333556,        662,     21617,        8992,         32,     485605,          463,         404
 987,          1448,             463,              3,    334159,      334543,        664,     21621,        9009,         32,     486591,          463,         405
 988,          1449,             463,              3,    335146,      335531,        666,     21657,        9010,         32,     487578,          463,         405
 989,          1450,             463,              3,    336134,      336520,        668,     21669,        9030,         32,     488566,          463,         411
 990,          1451,             463,              3,    337123,      337510,        670,     21692,        9032,         32,     489555,          463,         407
 991,          1452,             463,              3,    338113,      338501,        676,     21699,        9050,         32,     490545,          463,         412
 992,          1453,             463,              3,    339104,      339493,        674,     21759,        9035,         33,     491536,          463,         408
 993,          1455,             464,              3,    339105,      339493,        673,     21770,        9049,         32,     492528,          464,         409
 994,          1456,             464,              2,    340098,      340487,        676,     21793,        9067,         32,     493521,          464,         410
 995,          1457,             464,              2,    341092,      341482,        678,     21814,        9071,         32,     494515,          464,         411
 996,          1458,             464,              3,    342087,      342478,        680,     21840,        9080,         32,     495510,          464,         412
 997,          1459,             464,              3,    343083,      343475,        681,     21848,        9094,         31,     496506,          464,         412
 998,          1460,             464,              2,    344080,      344473,        684,     21872,        9090,         32,     497503,          464,         537
 999,          1463,             466,              4,    343086,      343476,        682,     21891,        9115,         34,     498501,          466,         415
1000,          1465,             467,              4,    344083,      344474,        690,     21915,        9116,         33,     499500,          467,         416
