    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, bubble_cmp, bubble_swaps, bubble_time
  784,          1123,             342,              2,    209659,      209979,        414,     17597,        7112,         28,     306936,          342,         265
  785,          1124,             342,              3,    210443,      210764,        408,     17613,        7121,         29,     307720,          342,         264
  786,          1125,             342,              2,    211228,      211550,        407,     17611,        7132,         28,     308505,          342,         268
  787,          1126,             342,              2,    212014,      212337,        410,     17618,        7147,         28,     309291,          342,         265
  788,          1127,             342,              2,    212801,      213125,        409,     17637,        7156,         29,     310078,          342,         267
  789,          1128,             342,              2,    213589,      213914,        412,     17655,        7166,         29,     310866,          342,         267
  790,          1129,             342,              2,    214378,      214704,        412,     17672,        7176,         29,     311655,          342,         268
  791,          1130,             342,              2,    215168,      215495,        416,     17683,        7185,         28,     312445,          342,         268
  792,          1132,             343,              2,    215169,      215495,        415,     17725,        7178,         29,     313236,          343,         269
  793,          1135,             345,              2,    215171,      215497,        415,     17737,        7191,         29,     314028,          345,         269
  794,          1136,             345,              2,    215964,      216291,        414,     17764,        7201,         30,     314821,          345,         270
  795,          1137,             345,              2,    216758,      217086,        450,     17793,        7203,         29,     315615,          345,         271
  796,          1138,             345,              2,    217553,      217882,        429,     17775,        7237,         29,     316410,          345,         271
  797,          1139,             345,              2,    218349,      218679,        419,     17801,        7242,         29,     317206,          345,         275
  798,          1140,             345,              2,    219146,      219477,        420,     17822,        7242,         29,     318003,          345,         273
  799,          1141,             345,              2,    219944,      220276,        424,     17853,        7255,         29,     318801,          345,         273
  800,          1144,             347,              2,    219149,      219478,        422,     17875,        7263,         29,     319600,          347,         275
  801,          1145,             347,              2,    219949,      220279,        425,     17892,        7270,         29,     320400,          347,         275
  802,          1146,             347,              2,    220750,      221081,        424,     17903,        7285,         29,     321201,          347,         275
  803,          1147,             347,              2,    221552,      221884,        427,     17921,        7295,         29,     322003,          347,         276
  804,          1149,             348,              2,    221553,      221884,        427,     17951,        7295,         32,     322806,          348,         277
  805,          1150,             348,              2,    222357,      222689,        430,     17980,        7307,         30,     323610,          348,         278
  806,          1151,             348,              2,    223162,      223495,        433,     17970,        7321,         30,     324415,          348,         281
  807,          1152,             348,              3,    223968,      224302,        439,     17982,        7331,         30,     325221,          348,         280
  808,          1154,             349,              2,    223969,      224302,        442,     18023,        7331,         30,     326028,          349,         280
  809,          1155,             349,              2,    224777,      225111,        450,     18036,        7338,         29,     326836,          349,         281
  810,          1156,             349,              2,    225586,      225921,        437,     18058,        7355,         31,     327645,          349,         282
  811,          1157,             349,              2,    226396,      226732,        437,     18066,        7362,         29,     328455,          349,         282
  812,          1158,             349,              2,    227207,      227544,        440,     18076,        7371,         34,     329266,          349,         283
  813,          1159,             349,              2,    228019,      228357,        438,     18096,        7381,         30,     330078,          349,         284
  814,          1161,             350,              2,    228020,      228357,        439,     18116,        7400,         30,     330891,          350,         284
  815,          1163,             351,              2,    228833,      229171,        440,     18136,        7406,         29,     331705,          351,         284
  816,          1167,             354,              2,    228025,      228362,        440,     18173,        7410,         30,     332520,          354,         285
  817,          1168,             354,              2,    228841,      229179,        452,     18197,        7418,         29,     333336,          354,         286
  818,          1169,             354,              2,    229658,      229997,        497,     18191,        7427,         29,     334153,          354,         286
  819,          1170,             354,              2,    230476,      230816,        442,     18201,        7438,         29,     334971,          354,         287
  820,          1171,             354,              2,    231295,      231636,        443,     18229,        7452,         29,     335790,          354,         288
  821,          1172,             354,              2,    232115,      232457,        545,     18241,        7459,         32,     336610,          354,         291
  822,          1173,             354,              4,    232936,      233279,        450,     18268,        7468,         32,     337431,          354,         291
  823,          1174,             354,              3,    233758,      234102,        459,     18311,        7474,         30,     338253,          354,         291
  824,          1175,             354,              2,    234581,      234926,        457,     18304,        7488,         30,     339076,          354,         313
  825,          1176,             354,              2,    235405,      235751,        457,     18317,        7496,         30,     339900,          354,         292
  826,          1177,             354,              3,    236230,      236577,        456,     18327,        7503,         31,     340725,          354,         292
  827,          1178,             354,              2,    237056,      237404,        457,     18348,        7519,         65,     341551,          354,         297
  828,          1179,             354,              2,    237883,      238232,        461,     18415,        7520,         30,     342378,          354,         295
  829,          1180,             354,              2,    238711,      239061,        469,     18415,        7533,         30,     343206,          354,         296
  830,          1181,             354,              2,    239540,      239891,        463,     18446,        7537,         30,     344035,          354,         297
  831,          1183,             355,              2,    239541,      239891,        465,     18462,        7557,         30,     344865,          355,         298
  832,          1186,             357,              2,    239543,      239893,        467,     18481,        7549,         33,     345696,          357,         300
  833,          1187,             357,              3,    240373,      240723,        480,     18494,        7558,         31,     346528,          357,         309
  834,          1188,             357,              2,    241206,      241557,        468,     18478,        7579,         31,     347361,          357,         298
  835,          1189,             357,              2,    242040,      242392,        467,     18514,        7592,         36,     348195,          357,         301
  836,          1190,             357,              2,    242875,      243228,        466,     18537,        7590,         30,     349030,          357,         299
  837,          1191,             357,              2,    242876,      243228,        480,     18550,        7606,         30,     349866,          357,         300
  838,          1192,             357,              2,    243713,      244066,        470,     18539,        7623,         30,     350703,          357,         300
  839,          1193,             357,              2,    244551,      244905,        471,     18555,        7632,         29,     351541,          357,         301
  840,          1194,             357,              2,    245390,      245745,        471,     18617,        7629,         30,     352380,          357,         301
  841,          1195,             357,              2,    246230,      246586,        474,     18634,        7638,         30,     353220,          357,         302
  842,          1197,             358,              2,    246231,      246586,        475,     18653,        7650,         30,     354061,          358,         304
  843,          1198,             358,              2,    247073,      247429,        475,     18667,        7662,         29,     354903,          358,         305
  844,          1201,             360,              2,    247074,      247429,        473,     18675,        7666,         31,     355746,          360,         305
  845,          1202,             360,              2,    247918,      248274,        514,     18684,        7682,         30,     356590,          360,         305
  846,          1203,             360,              3,    248763,      249120,        479,     18717,        7683,         30,     357435,          360,         306
  847,          1204,             360,              2,    249609,      249967,        491,     18723,        7699,         38,     358281,          360,         308
  848,          1206,             361,              3,    248766,      249121,        482,     18779,        7708,         31,     359128,          361,         308
  849,          1207,             361,              2,    249614,      249970,        481,     18794,        7715,         30,     359976,          361,         308
  850,          1208,             361,              2,    250463,      250820,        484,     18804,        7723,         34,     360825,          361,         309
  851,          1209,             361,              2,    251313,      251671,        485,     18832,        7731,         30,     361675,          361,         310
  852,          1210,             361,              2,    252164,      252523,        484,     18837,        7743,         30,     362526,          361,         311
  853,          1211,             361,              2,    253016,      253376,        488,     18857,        7752,         30,     363378,          361,         312
  854,          1213,             362,              2,    253017,      253376,        486,     18890,        7760,         31,     364231,          362,         312
  855,          1214,             362,              2,    253871,      254231,        489,     18887,        7772,         30,     365085,          362,         313
  856,          1218,             365,              2,    253021,      253378,        486,     18903,        7786,         30,     365940,          365,         317
  857,          1219,             365,              2,    253877,      254235,        499,     18924,        7793,         30,     366796,          365,         314
  858,          1220,             365,              2,    253878,      254235,        486,     18947,        7796,         31,     367653,          365,         314
  859,          1221,             365,              2,    254736,      255094,        493,     18967,        7804,         30,     368511,          365,         315
  860,          1222,             365,              2,    255595,      255954,        490,     18988,        7823,         30,     369370,          365,         316
  861,          1223,             365,              2,    256455,      256815,        495,     19021,        7832,         30,     370230,          365,         317
  862,          1224,             365,              2,    257316,      257677,        508,     19047,        7829,         30,     371091,          365,         317
  863,          1225,             365,              2,    258178,      258540,        498,     19075,        7837,         30,     371953,          365,         318
  864,          1226,             365,              2,    258179,      258540,        495,     19053,        7867,         30,     372816,          365,         319
  865,          1227,             365,              2,    259043,      259405,        498,     19065,        7879,         34,     373680,          365,         320
  866,          1228,             365,              2,    259908,      260271,        501,     19092,        7876,         35,     374545,          365,         326
  867,          1229,             365,              2,    260774,      261138,        616,     19102,        7893,         32,     375411,          365,         321
  868,          1230,             365,              3,    261641,      262006,        532,     19133,        7888,         31,     376278,          365,         322
  869,          1231,             365,              3,    262509,      262875,        525,     19153,        7898,         30,     377146,          365,         323
  870,          1232,             365,              2,    263378,      263745,        509,     19175,        7913,         32,     378015,          365,         324
  871,          1234,             366,              2,    263379,      263745,        506,     19215,        7913,         30,     378885,          366,         327
  872,          1235,             366,              2,    264250,      264617,        508,     19225,        7935,         31,     379756,          366,         326
  873,          1239,             369,              2,    263383,      263747,        509,     19239,        7947,         36,     380628,          369,         326
  874,          1240,             369,              2,    264256,      264621,        508,     19281,        7947,         30,     381501,          369,         327
  875,          1241,             369,              2,    265130,      265496,        549,     19292,        7950,         65,     382375,          369,         408
  876,          1243,             370,              3,    265131,      265496,        510,     19289,        7977,         31,     383250,          370,         328
  877,          1244,             370,              3,    266007,      266373,        510,     19301,        7988,         30,     384126,          370,         328
  878,          1245,             370,              2,    266884,      267251,        513,     19347,        7986,         31,     385003,          370,         329
  879,          1246,             370,              2,    267762,      268130,        520,     19376,        7994,         30,     385881,          370,         330
  880,          1247,             370,              2,    268641,      269010,        517,     19380,        8013,         32,     386760,          370,         331
  881,          1249,             371,              2,    268642,      269010,        518,     19405,        8022,         30,     387640,          371,         331
  882,          1250,             371,              2,    269523,      269892,        518,     19443,        8017,         30,     388521,          371,         332
  883,          1251,             371,              2,    270405,      270775,        518,     19450,        8036,         30,     389403,          371,         333
  884,          1252,             371,              2,    271288,      271659,        519,     19512,        8029,         30,     390286,          371,         338
  885,          1255,             373,              2,    270408,      270776,        520,     19523,        8043,         30,     391170,          373,         334
  886,          1256,             373,              2,    271293,      271662,        520,     19518,        8056,         30,     392055,          373,         335
  887,          1257,             373,              2,    272179,      272549,        522,     19538,        8071,         30,     392941,          373,         336
  888,          1258,             373,              2,    273066,      273437,        524,     19583,        8067,         31,     393828,          373,         336
  889,          1259,             373,              2,    273954,      274326,        527,     19606,        8073,         30,     394716,          373,         337
  890,          1261,             374,              2,    273955,      274326,        575,     19613,        8093,         34,     395605,          374,         350
  891,          1263,             375,              3,    274844,      275216,        526,     19647,        8100,         30,     396495,          375,         339
  892,          1266,             377,              2,    274846,      275218,        531,     19637,        8114,         31,     397386,          377,         339
  893,          1267,             377,              3,    275736,      276108,        530,     19676,        8123,         44,     398278,          377,         341
  894,          1268,             377,              3,    276629,      277002,        532,     19693,        8131,         31,     399171,          377,         341
  895,          1269,             377,              3,    277523,      277897,        532,     19739,        8132,         33,     400065,          377,         342
  896,          1270,             377,              3,    278418,      278793,        533,     19727,        8159,         31,     400960,          377,         343
  897,          1271,             377,              2,    279314,      279690,        537,     19743,        8167,         30,     401856,          377,         343
  898,          1272,             377,              2,    280211,      280588,        538,     19779,        8172,         31,     402753,          377,         344
  899,          1273,             377,              2,    281109,      281487,        539,     19800,        8182,         30,     403651,          377,         345
  900,          1274,             377,              2,    282008,      282387,        541,     19791,        8191,         30,     404550,          377,         345
  901,          1275,             377,              2,    282908,      283288,        556,     19819,        8198,         31,     405450,          377,         346
  902,          1276,             377,              2,    283809,      284190,        548,     19834,        8213,         31,     406351,          377,         347
  903,          1278,             378,              2,    283810,      284190,        546,     19851,        8227,         31,     407253,          378,         348
  904,          1279,             378,              2,    284713,      285094,        545,     19915,        8212,         31,     408156,          378,         348
  905,          1282,             380,              2,    284714,      285094,        545,     19927,        8224,         31,     409060,          380,         349
  906,          1286,             383,              3,    284716,      285095,        545,     19950,        8237,         31,     409965,          383,         350
  907,          1287,             383,              2,    285622,      286002,        547,     19951,        8254,         31,     410871,          383,         351
  908,          1288,             383,              2,    286529,      286910,        549,     19978,        8254,         31,     411778,          383,         352
  909,          1289,             383,              2,    287437,      287819,        550,     19994,        8266,         31,     412686,          383,         352
  910,          1292,             385,              2,    286532,      286911,        549,     20011,        8278,         32,     413595,          385,         353
  911,          1295,             387,              2,    287440,      287821,        554,     20023,        8292,         31,     414505,          387,         402
  912,          1296,             387,              5,    288351,      288733,        553,     20033,        8296,         35,     415416,          387,         356
  913,          1297,             387,              4,    289263,      289646,        553,     20044,        8303,         32,     416328,          387,         359
  914,          1298,             387,              3,    290176,      290560,        556,     20079,        8324,         32,     417241,          387,         357
  915,          1299,             387,              3,    291090,      291475,        557,     20103,        8322,         31,     418155,          387,         357
  916,          1300,             387,              3,    292005,      292391,        559,     20091,        8347,         32,     419070,          387,         358
  917,          1301,             387,              3,    292921,      293308,        561,     20115,        8351,         32,     419986,          387,         359
  918,          1302,             387,              3,    293838,      294226,        563,     20193,        8346,         32,     420903,          387,         360
  919,          1303,             387,              2,    294756,      295145,        566,     20193,        8356,         32,     421821,          387,         360
  920,          1304,             387,              3,    295675,      296065,        569,     20209,        8371,         32,     422740,          387,         361
  921,          1305,             387,              3,    296595,      296986,        568,     20236,        8378,         31,     423660,          387,         364
  922,          1308,             389,              2,    295678,      296066,        567,     20250,        8388,         32,     424581,          389,         363
  923,          1312,             392,              3,    295680,      296067,        566,     20272,        8395,         31,     425503,          392,         363
  924,          1313,             392,              3,    296603,      296991,        571,     20279,        8403,         32,     426426,          392,         364
  925,          1314,             392,              3,    297527,      297916,        571,     20300,        8414,         32,     427350,          392,         365
  926,          1315,             392,              2,    298452,      298842,        572,     20314,        8430,         32,     428275,          392,         366
  927,          1318,             394,              2,    297530,      297917,        571,     20341,        8434,         32,     429201,          394,         366
  928,          1322,             397,              2,    297532,      297918,        571,     20369,        8445,         32,     430128,          397,         367
  929,          1323,             397,              2,    298460,      298847,        571,     20388,        8455,         31,     431056,          397,         368
  930,          1324,             397,              2,    299389,      299777,        573,     20421,        8462,         32,     431985,          397,         369
  931,          1325,             397,              2,    300319,      300708,        575,     20428,        8462,         32,     432915,          397,         369
  932,          1326,             397,              2,    301250,      301640,        631,     20450,        8485,         38,     433846,          397,         371
  933,          1327,             397,              5,    302182,      302573,        581,     20476,        8490,         33,     434778,          397,         372
  934,          1328,             397,              4,    303115,      303507,        586,     20508,        8492,         33,     435711,          397,         372
  935,          1329,             397,              3,    304049,      304442,        583,     20530,        8501,         32,     436645,          397,         378
  936,          1331,             398,              3,    303118,      303508,        582,     20493,        8513,         34,     437580,          398,         374
  937,          1332,             398,              3,    304054,      304445,        589,     20511,        8527,         32,     438516,          398,         374
  938,          1333,             398,              3,    304991,      305383,        585,     20567,        8525,         33,     439453,          398,         376
  939,          1334,             398,              3,    305929,      306322,        587,     20599,        8530,         33,     440391,          398,         376
  940,          1335,             398,              3,    306868,      307262,        590,     20619,        8552,         32,     441330,          398,         377
  941,          1336,             398,              3,    307808,      308203,        590,     20638,        8560,         33,     442270,          398,         395
  942,          1338,             399,              3,    307809,      308203,        590,     20651,        8568,         33,     443211,          399,         378
  943,          1340,             400,              4,    308750,      309145,        594,     20674,        8575,         34,     444153,          400,         386
  944,          1341,             400,              3,    309693,      310089,        593,     20688,        8596,         33,     445096,          400,         380
  945,          1344,             402,              3,    309694,      310089,        593,     20704,        8604,         33,     446040,          402,         381
  946,          1345,             402,              3,    310639,      311035,        597,     20727,        8609,         32,     446985,          402,         382
  947,          1346,             402,              3,    311585,      311982,        596,     20754,        8620,         32,     447931,          402,         382
  948,          1348,             403,              3,    311586,      311982,        598,     20743,        8635,         33,     448878,          403,         383
  949,          1349,             403,              3,    312534,      312931,        598,     20776,        8634,         32,     449826,          403,         384
  950,          1351,             404,              3,    312535,      312931,        600,     20812,        8652,         32,     450775,          404,         384
  951,          1352,             404,              3,    313485,      313882,        626,     20830,        8654,         45,     451725,          404,         387
  952,          1353,             404,              3,    314436,      314834,        602,     20865,        8667,         33,     452676,          404,         387
  953,          1354,             404,              3,    315388,      315787,        611,     20890,        8673,         32,     453628,          404,         387
  954,          1355,             404,              3,    316341,      316741,        606,     20898,        8684,         35,     454581,          404,         388
  955,          1356,             404,              3,    317295,      317696,        609,     20924,        8697,         32,     455535,          404,         389
  956,          1358,             405,              3,    317296,      317696,        607,     20953,        8697,         33,     456490,          405,         390
  957,          1361,             407,              3,    317298,      317698,        609,     20977,        8711,         32,     457446,          407,         390
  958,          1364,             409,              3,    318253,      318653,        610,     20982,        8722,         32,     458403,          409,         391
  959,          1365,             409,              3,    319211,      319612,        613,     21025,        8727,         32,     459361,          409,         392
  960,          1366,             409,              3,    320170,      320572,        614,     21056,        8741,         33,     460320,          409,         393
  961,          1367,             409,              2,    321130,      321533,        633,     21077,        8748,         34,     461280,          409,         394
  962,          1368,             409,              3,    322091,      322495,        617,     21075,        8766,         32,     462241,          409,         395
  963,          1369,             409,              3,    323053,      323458,        624,     21114,        8767,         32,     463203,          409,         395
  964,          1370,             409,              3,    324016,      324422,        624,     21108,        8777,         33,     464166,          409,         397
  965,          1371,             409,              5,    324980,      325387,        622,     21139,        8779,         36,     465130,          409,         397
  966,          1372,             409,              4,    325945,      326353,        627,     21179,        8796,         33,     466095,          409,         419
  967,          1373,             409,              4,    326911,      327320,        626,     21194,        8796,         33,     467061,          409,         399
  968,          1374,             409,              3,    327878,      328288,        630,     21183,        8815,         33,     468028,          409,         400
  969,          1375,             409,              3,    328846,      329257,        647,     21204,        8821,         33,     468996,          409,         400
  970,          1376,             409,              3,    329815,      330227,        634,     21193,        8840,         32,     469965,          409,         401
  971,          1379,             411,              3,    328849,      329258,        630,     21242,        8856,         32,     470935,          411,         402
  972,          1380,             411,              3,    329820,      330230,        631,     21285,        8840,         33,     471906,          411,         403
  973,          1384,             414,              3,    329820,      330229,        630,     21303,        8856,         32,     472878,          414,         403
  974,          1385,             414,              3,    330793,      331203,        651,     21314,        8877,         33,     473851,          414,         404
  975,          1386,             414,              3,    331767,      332178,        637,     21361,        8875,         33,     474825,          414,         405
  976,          1387,             414,              3,    332742,      333154,        636,     21370,        8891,         33,     475800,          414,         406
  977,          1389,             415,              3,    332743,      333154,        639,     21393,        8902,         32,     476776,          415,         407
  978,          1390,             415,              3,    333720,      334132,        672,     21412,        8900,         52,     477753,          415,         641
  979,          1391,             415,              4,    333721,      334132,        954,     21434,        8919,         54,     478731,          415,         495
  980,          1392,             415,              3,    334700,      335112,        643,     21463,        8915,         33,     479710,          415,         409
  981,          1393,             415,              3,    335680,      336093,        665,     21462,        8932,         33,     480690,          415,         412
  982,          1394,             415,              3,    336661,      337075,        645,     21519,        8936,         34,     481671,          415,         411
  983,          1395,             415,              3,    337643,      338058,        645,     21514,        8953,         33,     482653,          415,         411
  984,          1396,             415,              3,    338626,      339042,        649,     21536,        8957,         34,     483636,          415,         412
  985,          1397,             415,              3,    339610,      340027,        652,     21540,        8972,         33,     484620,          415,         413
  986,          1399,             416,              3,    339611,      340027,        650,     21564,        8991,         35,     485605,          416,         437
  987,          1400,             416,              3,    340597,      341014,        652,     21585,        8995,         34,     486591,          416,         415
  988,          1401,             416,              3,    341584,      342002,        656,     21628,        8995,         53,     487578,          416,         418
  989,          1403,             417,              3,    341585,      342002,        656,     21643,        9006,         33,     488566,          417,         417
  990,          1406,             419,              3,    341587,      342004,        655,     21677,        9018,         33,     489555,          419,         417
  991,          1408,             420,              3,    342575,      342992,        656,     21691,        9028,         33,     490545,          420,         418
  992,          1413,             424,              4,    341594,      342010,        655,     21719,        9035,         35,     491536,          424,         420
  993,          1414,             424,              4,    342586,      343003,        662,     21738,        9045,         34,     492528,          424,         410
  994,          1415,             424,              3,    343579,      343997,        643,     21756,        9050,         32,     493521,          424,         410
  995,          1416,             424,              3,    344573,      344992,        644,     21770,        9068,         32,     494515,          424,         441
  996,          1417,             424,              3,    345568,      345988,        646,     21813,        9061,         33,     495510,          424,         412
  997,          1418,             424,              3,    346564,      346985,        647,     21834,        9073,         32,     496506,          424,         415
  998,          1419,             424,              3,    347561,      347983,        648,     21840,        9089,         32,     497503,          424,         414
  999,          1420,             424,              3,    348559,      348982,        650,     21883,        9097,         32,     498501,          424,         414
 1000,          1421,             424,              3,    349558,      349982,        654,     21892,        9102,         36,     499500,          424,         415
 1001,          1424,             426,              3,    348562,      348983,        652,     21918,        9113,         32,     500500,          426,         416
 1002,          1426,             427,              3,    349561,      349983,        655,     21903,        9131,         32,     501501,          427,         417
 1003,          1427,             427,              3,    350563,      350986,        665,     21935,        9144,         32,     502503,          427,         418
 1004,          1428,             427,              3,    351566,      351990,        657,     22010,        9132,         33,     503506,          427,         498
 1005,          1430,             428,              5,    351567,      351990,        658,     22026,        9146,         36,     504510,          428,         420
 1006,          1433,             430,              4,    351569,      351992,        658,     22008,        9165,         34,     505515,          430,         435
 1007,          1437,             433,              4,    351572,      351994,        657,     22047,        9172,         36,     506521,          433,         421
 1008,          1441,             436,              4,    352575,      352997,        658,     22075,        9186,         33,     507528,          436,         422
 1009,          1442,             436,              3,    353583,      354006,        660,     22101,        9196,         33,     508536,          436,         423
 1010,          1443,             436,              3,    354592,      355016,        661,     22141,        9199,         33,     509545,          436,         424
 1011,          1445,             437,              3,    354593,      355016,        662,     22158,        9210,         32,     510555,          437,         425
 1012,          1446,             437,              3,    355604,      356028,        663,     22146,        9225,         33,     511566,          437,         425
 1013,          1447,             437,              3,    356616,      357041,        665,     22174,        9235,         32,     512578,          437,         431
 1014,          1448,             437,              3,    357629,      358055,        667,     22218,        9231,         33,     513591,          437,         433
 1015,          1451,             439,              3,    355610,      356030,        668,     22216,        9253,         32,     514605,          439,         427
 1016,          1453,             440,              3,    356622,      357044,        666,     22280,        9250,         33,     515620,          440,         429
 1017,          1457,             443,              3,    356624,      357047,        665,     22315,        9261,         33,     516636,          443,         429
 1018,          1458,             443,              3,    357641,      358065,        668,     22321,        9279,         33,     517653,          443,         430
 1019,          1459,             443,              3,    358659,      359084,        670,     22354,        9280,         33,     518671,          443,         431
 1020,          1460,             443,              3,    359678,      360104,        672,     22349,        9296,         33,     519690,          443,         432
 1021,          1461,             443,              3,    360698,      361125,        673,     22399,        9299,         32,     520710,          443,         433
 1022,          1462,             443,              3,    361719,      362147,        762,     22432,        9313,         34,     521731,          443,         434
 1023,          1463,             443,              4,    362741,      363170,        679,     22453,        9310,         33,     522753,          443,         435
 1024,          1465,             444,              3,    362742,      363170,        684,     22450,        9340,         33,     523776,          444,         435
 1025,          1466,             444,              3,    363766,      364195,        681,     22472,        9351,         33,     524800,          444,         436
 1026,          1467,             444,              3,    364791,      365221,        680,     22510,        9351,         33,     525825,          444,         437
 1027,          1469,             445,              3,    364792,      365221,        680,     22507,        9371,         33,     526851,          445,         438
 1028,          1471,             446,              3,    365818,      366248,        684,     22561,        9372,         34,     527878,          446,         439
 1029,          1472,             446,              3,    366846,      367277,        685,     22590,        9382,         33,     528906,          446,         440
 1030,          1473,             446,              3,    367875,      368307,        688,     22590,        9408,         34,     529935,          446,         444
 1031,          1474,             446,              3,    368905,      369338,        693,     22642,        9405,         33,     530965,          446,         441
 1032,          1475,             446,              3,    369936,      370370,        768,     22644,        9432,         34,     531996,          446,         451
 1033,          1478,             448,              3,    368908,      369339,        689,     22677,        9439,         33,     533028,          448,         443
 1034,          1479,             448,              3,    369941,      370373,        692,     22707,        9445,         34,     534061,          448,         445
 1035,          1481,             449,              3,    369942,      370373,        690,     22719,        9458,         33,     535095,          449,         444
 1036,          1482,             449,              3,    370977,      371409,        693,     22749,        9481,         35,     536130,          449,         446
 1037,          1483,             449,              3,    372013,      372446,        697,     22787,        9484,         34,     537166,          449,         446
 1038,          1485,             450,              3,    372014,      372446,        694,     22800,        9506,         34,     538203,          450,         447
 1039,          1487,             451,              3,    373051,      373484,        801,     22850,        9504,         35,     539241,          451,         448
 1040,          1489,             452,              4,    374089,      374523,        698,     22838,        9521,         35,     540280,          452,         453
 1041,          1490,             452,              4,    375129,      375564,        702,     22864,        9528,         34,     541320,          452,         450
 1042,          1491,             452,              4,    376170,      376606,        702,     22930,        9535,         35,     542361,          452,         451
 1043,          1493,             453,              3,    376171,      376606,        703,     22918,        9555,         35,     543403,          453,         452
 1044,          1496,             455,              3,    376173,      376608,        702,     22971,        9567,         35,     544446,          455,         453
 1045,          1497,             455,              3,    377217,      377653,        704,     22982,        9575,         37,     545490,          455,         453
 1046,          1498,             455,              3,    378262,      378699,        708,     23001,        9595,         34,     546535,          455,         454
 1047,          1499,             455,              3,    379308,      379746,        725,     23031,        9594,         35,     547581,          455,         455
 1048,          1500,             455,              3,    380355,      380794,        710,     23089,        9626,         35,     548628,          455,         456
 1049,          1501,             455,              3,    381403,      381843,        717,     23105,        9634,         36,     549676,          455,         457
 1050,          1502,             455,              3,    382452,      382893,        715,     23126,        9641,         35,     550725,          455,         458
 1051,          1504,             456,              3,    382453,      382893,        715,     23150,        9660,         35,     551775,          456,         458
 1052,          1506,             457,              3,    383503,      383944,        716,     23200,        9658,         35,     552826,          457,         459
 1053,          1508,             458,              3,    384554,      384996,        718,     23227,        9672,         35,     553878,          458,         460
 1054,          1509,             458,              3,    385607,      386050,        720,     23245,        9694,         35,     554931,          458,         461
 1055,          1510,             458,              3,    386661,      387105,        720,     23280,        9706,         35,     555985,          458,         529
 1056,          1511,             458,              4,    387716,      388161,        723,     23302,        9705,         38,     557040,          458,         463
